FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
TX0317,007,398.387,WEST WACO LIBRARY & GENEALOGY CENTER,2547456018,MCLENNAN,"5301 BOSQUE BLVD
WACO, TX 76710
(31.532398, -97.1942)",12,243441,BR,32293,0,2774,52,CC,0,0,0
TX0319,002,40,BONHAM PUBLIC LIBRARY,9035833128,FANNIN,"305 E 5TH ST
BONHAM, TX 75418
(33.578043, -96.175949)",32,33752,CE,10057,0,2235,52,NO,0,0,0
TX0320,002,400,AUSTIN COUNTY LIBRARY SYSTEM,9794786813,AUSTIN,"6730 RAILROAD ST
WALLIS, TX 77485
(29.63611, -96.074613)",42,29114,CE,2025,0,1987,52,NC,0,0,0
TX0320,003,400.26299999999998,WEST END LIBRARY,9793574434,AUSTIN,"1646 N MAIN ST
INDUSTRY, TX 78944
(29.973961, -96.501456)",43,29114,BR,1300,0,1487,52,NC,0,0,0
TX0320,004,400.28699999999998,KNOX MEMORIAL LIBRARY,9794786813,AUSTIN,"6730 RAILROAD ST
WALLIS, TX 77485
(29.63611, -96.074613)",42,29114,BR,2025,0,1487,52,NC,0,0,0
TX0321,002,402,NICHOLAS P SIMS LIBRARY & LYCEUM,9729372671,ELLIS,"515 W MAIN ST
WAXAHACHIE, TX 75165
(32.388295, -96.852197)",21,159317,CE,19980,0,2022,51,NC,0,0,0
TX0322,002,403,WEATHERFORD PUBLIC LIBRARY,8175984150,PARKER,"1014 CHARLES ST
WEATHERFORD, TX 76086
(32.746068, -97.812328)",31,123164,CE,17000,0,3014,52,NC,0,0,0
TX0323,002,404,WEIMAR PUBLIC LIBRARY,9797256608,COLORADO,"1 JACKSON SQ
WEIMAR, TX 78962
(29.702254, -96.780747)",42,20719,CE,3135,0,2298,52,NO,0,0,0
TX0324,002,405,COLLINGSWORTH PUBLIC LIBRARY,8064473183,COLLINGSWORTH,"711 15TH ST
WELLINGTON, TX 79095
(34.849099, -100.216121)",43,3017,CE,8500,0,2521,51,NO,0,0,0
TX0325,002,407,MAYOR JOE V SANCHEZ PUBLIC LIBRARY,9569684533,HIDALGO,"525 S KANSAS AVE
WESLACO, TX 78596
(26.156347, -97.989635)",21,831073,CE,29271,0,3144,52,NC,0,0,0
TX0326,002,408,WHARTON COUNTY LIBRARY,9795328080,WHARTON,"1920 N FULTON ST
WHARTON, TX 77488
(29.328575, -96.093118)",32,41168,CE,15000,0,2573,52,NO,0,0,0
TX0326,006,408.26400000000001,EAST BERNARD BRANCH LIBRARY,9793356142,WHARTON,"746 CLUBSIDE DR EAST
BERNARD, TX 77435
(29.521987, -96.064756)",42,41168,BR,5000,0,1331,52,NO,0,0,0
TX0326,004,408.26499999999999,EL CAMPO BRANCH LIBRARY,9795432362,WHARTON,"200 W CHURCH ST
EL CAMPO, TX 77437
(29.200411, -96.275137)",32,41168,BR,14300,0,2203,52,NO,0,0,0
TX0326,005,408.26600000000002,LOUISE BRANCH LIBRARY,9796482018,WHARTON,"803 THIRD ST
LOUISE, TX 77455
(29.108657, -96.409989)",42,41168,BR,1676,0,618,52,NO,0,0,0
TX0327,002,409,WHEELER PUBLIC LIBRARY,8068265977,WHEELER,"306 S CANADIAN ST
WHEELER, TX 79096
(35.444613, -100.274833)",43,5714,CE,3400,0,1500,52,NO,0,0,0
TX0328,002,41,HUTCHINSON COUNTY LIBRARY,8062730126,HUTCHINSON,"625 WEATHERLY ST
BORGER, TX 79007
(35.67204, -101.388725)",32,21773,CE,11136,0,2231,52,NO,0,0,0
TX0328,007,41.54,HUTCHINSON COUNTY LIBRARY - FRITCH,8068573752,HUTCHINSON,"205 N CORNELL AVE
FRITCH, TX 79036
(35.641254, -101.603424)",32,21773,BR,1388,0,1728,52,NO,0,0,0
TX0328,004,41.55,HUTCHINSON COUNTY LIBRARY - STINNETT,8068784013,HUTCHINSON,"500 N MAIN ST
STINNETT, TX 79083
(35.828062, -101.442902)",42,21773,BR,1684,0,1525,52,NO,0,0,0
TX0329,002,410,WHITE SETTLEMENT PUBLIC LIBRARY,8173670166,TARRANT,"8215 WHITE SETTLEMENT RD
WHITE SETTLEMENT, TX 76108
(32.759762, -97.459359)",21,1945360,CE,13500,0,1921,51,NC,0,0,0
TX0330,002,411,WHITESBORO PUBLIC LIBRARY,9035645432,GRAYSON,"308 W MAIN ST
WHITESBORO, TX 76273
(33.655865, -96.908731)",32,123534,CE,6100,0,2497,52,NC,0,0,0
TX0331,002,412,WHITEWRIGHT PUBLIC LIBRARY,9033642955,GRAYSON,"200 W GRAND ST
WHITEWRIGHT, TX 75491
(33.512774, -96.39422)",42,123534,CE,1820,0,1673,52,NC,0,0,0
TX0332,002,413,WICHITA FALLS PUBLIC LIBRARY,9407670868,WICHITA,"600 11TH ST WICHITA FALLS
TX 76301
(33.910283, -98.487447)",12,132355,CE,61000,0,2694,52,CC,0,0,0
TX0334,002,415,WINTERS PUBLIC LIBRARY,3257544251,RUNNELS,"120 N MAIN ST
WINTERS, TX 79567
(31.957974, -99.962841)",32,10416,CE,3900,0,1042,52,NO,0,0,0
TX0335,002,416,WOLFE CITY PUBLIC LIBRARY,9034967311,HUNT,"203 E WILLIAMS ST
WOLFE CITY, TX 75496
(33.365564, -96.086102)",43,88493,CE,1656,0,1669,52,NC,0,0,0
TX0337,002,418,RITA & TRUETT SMITH PUBLIC LIBRARY,9725166250,COLLIN,"300 COUNTRY CLUB DR
WYLIE, TX 75098
(33.013292, -96.544987)",21,885241,CE,43900,0,2354,48,NC,0,0,0
TX0338,002,419,CARL & MARY WELHAUSEN LIBRARY,3612935001,DEWITT,"810 FRONT ST
YOAKUM, TX 77995
(29.290557, -97.149128)",32,19721,CE,5971,0,2253,52,NO,0,0,0
TX0339,002,42,BOWIE PUBLIC LIBRARY,9408722681,MONTAGUE,"301 WALNUT ST
BOWIE, TX 76230
(33.561256, -97.849868)",33,19416,CE,7154,0,1972,52,NO,0,0,0
TX0340,002,420,YORKTOWN PUBLIC LIBRARY,3615643232,DEWITT,"103 W MAIN ST
YORKTOWN, TX 78164
(28.98106, -97.502962)",43,20684,CE,9312,0,1283,50,NO,0,0,0
TX0342,002,422,BALCH SPRINGS LIBRARY-LEARNING CENTER,9729133000,DALLAS,"12450 ELAM RD BALCH SPRINGS
TX 75180
(32.719409, -96.614276)",21,2518638,CE,12500,0,2509,52,NC,0,0,0
TX0343,002,424,BUDA PUBLIC LIBRARY,5122955899,HAYS,"303 MAIN ST
BUDA, TX 78610
(30.082725, -97.842449)",21,185025,CE,5200,0,2676,52,NC,0,0,0
TX0344,002,425,BUNA PUBLIC LIBRARY,4099945501,JASPER,"1042 HWY
S BUNA, TX 77612
(30.352037, -93.929382)",42,35552,CE,7500,0,1450,52,NO,0,0,0
TX0346,002,43,KINNEY COUNTY PUBLIC LIBRARY,8305632884,KINNEY,"510 S ELLEN
BRACKETTVILLE, TX 78832
(29.312731, -100.41511)",33,3526,CE,2200,0,1832,52,NO,0,0,0
TX0347,002,430,PFLUGERVILLE PUBLIC LIBRARY,5129906375,TRAVIS,"1008 W PFLUGER ST
PFLUGERVILLE, TX 78660
(30.442101, -97.629857)",21,1151145,CE,28000,0,2916,52,NC,0,0,0
TX0349,002,432,OLGA V FIGUEROA ZAPATA COUNTY PUBLIC LIBRARY,9567655351,ZAPATA,"901 KENNEDY ST
ZAPATA, TX 78076
(26.902633, -99.270603)",33,14319,CE,10000,0,2169,49,NO,0,0,0
TX0349,003,432.267,GUADALUPE AND LILIA MARTINEZ ZAPATA COUNTY PUBLIC BRANCH LIB,9567658504,ZAPATA,"1103 N HWY
ZAPATA, TX 78076
(26.905607, -99.270274)",33,14319,BR,1680,0,332,52,NO,0,0,0
TX0350,002,433,ZULA B WYLIE PUBLIC LIBRARY IN CEDAR HILL,9722917323,DALLAS,"225 CEDAR ST CEDAR HILL
TX 75104
(32.588704, -96.950412)",21,2518638,CE,10800,0,2824,52,NC,0,0,0
TX0351,002,434,WILLIAM T COZBY PUBLIC LIBRARY,9723043655,DALLAS,"177 N HEARTZ RD
COPPELL, TX 75019
(32.973739, -96.989004)",21,2518638,CE,28000,0,3144,52,NC,0,0,0
TX0352,002,435,DESOTO PUBLIC LIBRARY,9722309658,DALLAS,"211 E PLEASANT RUN RD
STE C DE SOTO, TX 75115
(32.60428, -96.855534)",21,2518638,CE,30000,0,3445,52,NC,0,0,0
TX0353,002,436,HIGGINS PUBLIC LIBRARY,8068522214,LIPSCOMB,"201 N MAIN
HIGGINS, TX 79046
(36.120828, -100.025328)",43,3553,CE,882,0,1063,50,NO,0,0,0
TX0354,002,437,HUTCHINS-ATWELL PUBLIC LIBRARY,9722254711,DALLAS,"300 N DENTON ST
HUTCHINS, TX 75141
(32.648032, -96.716417)",21,2518638,CE,5600,0,1924,52,NC,0,0,0
TX0355,002,438,IDALOU COMMUNITY LIBRARY,8068922114,LUBBOCK,"210 MAIN ST
IDALOU, TX 79329
(33.665459, -101.680486)",42,293974,CE,2500,0,1344,52,NC,0,0,0
TX0356,002,44,FM BUCK RICHARDS MEMORIAL LIBRARY,3255972617,MCCULLOCH,"1106 S BLACKBURN ST
BRADY, TX 76825
(31.126692, -99.334208)",33,8199,CE,5600,0,2065,52,NO,0,0,0
TX0357,002,440,LAKE TRAVIS COMMUNITY LIBRARY,5122632885,TRAVIS,"1938 LOHMANS CROSSING RD
AUSTIN, TX 78734
(30.344384, -97.975229)",21,1151145,CE,11000,0,2565,52,NC,0,0,0
TX0358,002,441,LANCASTER VETERANS MEMORIAL LIBRARY,9722271080,DALLAS,"1600 VETERANS MEMORIAL PKWY
LANCASTER, TX 75134
(32.607182, -96.756722)",21,2518638,CE,23000,0,2810,52,NC,0,0,0
TX0360,002,443,ROWLETT PUBLIC LIBRARY,9724126161,DALLAS,"3900 MAIN ST
ROWLETT, TX 75088
(32.90299, -96.564864)",21,2518638,CE,15600,0,3027,52,NC,0,0,0
TX0361,002,444,SACHSE PUBLIC LIBRARY,9725308966,DALLAS,"3815 SACHSE RD
BLDG C SACHSE, TX 75048
(32.973278, -96.584738)",21,2518638,CE,10000,0,2286,52,NC,0,0,0
TX0362,002,445,SEAGOVILLE PUBLIC LIBRARY,9722877720,DALLAS,"702 N HWY
SEAGOVILLE, TX 75159
(32.648394, -96.539179)",21,2518638,CE,2524,0,2040,52,NC,0,0,0
TX0364,002,447,SLATON CITY LIBRARY,8068282008,LUBBOCK,"200 W LYNN ST
SLATON, TX 79364
(33.438933, -101.644841)",31,293974,CE,2513,0,1775,52,NC,0,0,0
TX0365,002,448,SPRINGTOWN PUBLIC LIBRARY,8175235862,PARKER,"626 N MAIN ST
SPRINGTOWN, TX 76082
(32.97226, -97.685057)",31,123164,CE,2800,0,1927,52,NC,0,0,0
TX0366,002,449,SUNNYVALE PUBLIC LIBRARY,9722264491,DALLAS,"402 TOWER PL
SUNNYVALE, TX 75182
(32.814142, -96.592069)",41,2518638,CE,3480,0,2259,52,NC,0,0,0
TX0368,002,450,TAWAKONI AREA PUBLIC LIBRARY,9034473445,HUNT,"340 W HWY
WEST TAWAKONI, TX 75474
(32.910429, -96.131425)",32,88493,CE,3600,0,1179,52,NC,0,0,0
TX0369,002,451,WATAUGA PUBLIC LIBRARY,8175145855,TARRANT,"7109 WHITLEY RD
WATAUGA, TX 76148
(32.875501, -97.255054)",21,1945360,CE,20413,0,2166,52,NC,0,0,0
TX0370,002,452,WESTBANK COMMUNITY LIBRARY DISTRICT,5123143580,TRAVIS,"1309 WESTBANK DR
AUSTIN, TX 78746
(30.274388, -97.811835)",21,1151145,CE,15821,0,2834,52,NC,0,0,0
TX0370,003,452.38,LAURA BUSH COMMUNITY LIBRARY,5123811401,TRAVIS,"9411 BEE CAVES RD
AUSTIN, TX 78733
(30.316273, -97.873092)",21,1151145,BR,14229,0,2834,52,CC,0,0,0
TX0371,002,453,GILLIAM MEMORIAL PUBLIC LIBRARY,9724413713,DALLAS,"205 E BELT LINE RD
WILMER, TX 75172
(32.589159, -96.685026)",21,2518638,CE,2400,0,2553,52,NC,0,0,0
TX0372,002,454,GILBREATH MEMORIAL LIBRARY,9033426866,WOOD,"916 N MAIN ST
WINNSBORO, TX 75494
(32.968249, -95.285291)",41,10600,CE,6000,0,1989,52,NO,0,0,0
TX0373,002,455,HEWITT PUBLIC LIBRARY,2546662442,MCLENNAN,"100 ZUNI DR
HEWITT, TX 76643
(31.466513, -97.199091)",22,243441,CE,3800,0,3016,52,NC,0,0,0
TX0374,002,456,LEONARD PUBLIC LIBRARY,9035872391,FANNIN,"102 S MAIN ST
LEONARD, TX 75452
(33.380662, -96.247528)",42,33752,CE,3330,0,1400,50,NO,0,0,0
TX0376,002,459,UNIVERSAL CITY PUBLIC LIBRARY,2106597048,BEXAR,"401 W BYRD
UNIVERSAL CITY, TX 78148
(0.0, 0.0)",,1855866,CE,8000,0,2046,52,M,0,0,7
TX0377,002,46,NANCY CAROL ROBERTS MEMORIAL LIBRARY,9793377201,WASHINGTON,"200 W VULCAN ST
BRENHAM, TX 77833
(30.167663, -96.399328)",32,34438,CE,6585,0,2487,52,NO,0,0,0
TX0378,002,460,BOOKER SCHOOL/PUBLIC LIBRARY,8066589323,LIPSCOMB,"600 S MAIN ST
BOOKER, TX 79005
(36.441842, -100.49536)",43,3553,CE,2193,0,2040,49,NO,0,0,15
TX0380,002,462,ALVORD PUBLIC LIBRARY,9404272842,WISE,"106 FRANKLIN ST
ALVORD, TX 76225
(33.358061, -97.694437)",42,61638,CE,874,0,1548,49,NC,0,0,0
TX0381,002,463,OLDHAM COUNTY PUBLIC LIBRARY,8062672635,OLDHAM,"914 MAIN
VEGA, TX 79092
(35.209932, -102.200642)",42,2070,CE,2640,0,1120,52,NO,0,0,0
TX0382,002,465,SANGER PUBLIC LIBRARY,9404583257,DENTON,"501 BOLIVAR ST
SANGER, TX 76266
(33.36222, -97.173852)",31,753363,CE,5050,0,1715,52,NC,0,0,0
TX0383,002,466,CHARLOTTE PUBLIC LIBRARY,8302771212,ATASCOSA,"77 YULE ST
CHARLOTTE, TX 78011
(28.864503, -98.706916)",42,47774,CE,1000,0,1749,52,NC,0,0,0
TX0384,002,467,DRIPPING SPRINGS COMMUNITY LIBRARY,5128587825,HAYS,"501 SPORTSPLEX DR DRIPPING SPRINGS
TX 78620
(30.196859, -98.098198)",42,185025,CE,9220,0,2807,52,NC,0,0,0
TX0385,002,47,BRIDGEPORT PUBLIC LIBRARY,9406833450,WISE,"2159 10TH ST
BRIDGEPORT, TX 76426
(33.221713, -97.757454)",32,61638,CE,8200,0,2296,52,NC,0,0,0
TX0386,002,472,FOARD COUNTY LIBRARY,9406841250,FOARD,"110 E CALIFORNIA
CROWELL, TX 79227
(33.982911, -99.720649)",43,1275,CE,4000,0,1250,50,NO,0,0,0
TX0387,002,474,AUBREY AREA LIBRARY,9403659162,DENTON,"226 COUNTRYSIDE DR
AUBREY, TX 76227
(33.290172, -96.990719)",31,753363,CE,14000,0,1539,50,NC,0,0,0
TX0388,002,475,WEST PUBLIC LIBRARY,2548263070,MCLENNAN,"209 TOKIO RD WEST
TX 76691
(31.791261, -97.0958)",31,243441,CE,5040,0,1000,52,NC,0,0,0
TX0389,002,476,KRUM PUBLIC LIBRARY,9404823455,DENTON,"803 E MCCART ST
KRUM, TX 76249
(33.259072, -97.22858)",31,753363,CE,2400,0,1614,49,NC,0,0,0
TX0391,002,478,BULVERDE/SPRING BRANCH LIBRARY,8304384864,COMAL,"131 BULVERDE CROSSING RD
BULVERDE, TX 78163
(29.794296, -98.422788)",41,123694,CE,19500,0,2832,52,NC,0,0,0
TX0392,002,479,COLDSPRING AREA PUBLIC LIBRARY INC,9366533104,SAN JACINTO,"14221 HWY
W COLDSPRING, TX 77331
(30.551054, -95.186918)",42,27099,CE,3800,0,1552,47,NC,0,0,0
TX0393,002,48,KENDRICK MEMORIAL LIBRARY,8066373848,TERRY,"301 W TATE ST
BROWNFIELD, TX 79316
(33.177065, -102.2775)",32,12739,CE,7056,0,1808,52,NO,0,0,0
TX0394,002,480,WHITEHOUSE COMMUNITY LIBRARY,9038392949,SMITH,"107 BASCOM RD
WHITEHOUSE, TX 75791
(32.226974, -95.220631)",22,218842,CE,5138,0,1524,50,NC,0,0,0
TX0395,002,481,FLOWER MOUND PUBLIC LIBRARY,9728746200,DENTON,"3030 BROADMOOR LN
FLOWER MOUND, TX 75022
(33.033174, -97.077071)",21,753363,CE,25000,0,3012,52,NC,0,0,0
TX0396,002,482,GOLIAD COUNTY LIBRARY,3616452291,GOLIAD,"320 S COMMERCIAL ST
GOLIAD, TX 77963
(28.665707, -97.392617)",42,7549,CE,9000,0,1984,52,NC,0,0,0
TX0397,002,485,FOREST HILL PUBLIC LIBRARY,8175515354,TARRANT,"6962 FOREST HILL DR FOREST HILL
TX 76140
(32.653665, -97.269914)",21,1945360,CE,7700,0,1664,52,NC,0,0,0
TX0398,002,486,EVERMAN PUBLIC LIBRARY,8175510726,TARRANT,"100 N RACE ST
EVERMAN, TX 76140
(32.631106, -97.287121)",21,1945360,CE,4500,0,1750,50,NC,0,0,0
TX0400,002,488,SALADO PUBLIC LIBRARY DISTRICT,2549479191,BELL,"1151 N MAIN ST
SALADO, TX 76571
(30.956431, -97.533794)",42,329140,CE,7200,0,2372,51,NC,0,0,0
TX0401,002,489,LAKE WHITNEY LIBRARY,2546944639,HILL,"602 E JEFFERSON AVE
WHITNEY, TX 76692
(31.95249, -97.31545)",42,34848,CE,6300,0,2132,52,NO,0,0,0
TX0402,002,49,BROWNSVILLE PUBLIC LIBRARY,9565481055,CAMERON,"2600 CENTRAL BLVD
BROWNSVILLE, TX 78520
(25.940354, -97.509668)",12,420392,CE,46365,0,3317,52,CC,0,0,0
TX0402,003,49.362000000000002,SOUTHMOST BRANCH LIBRARY,9565481055,CAMERON,"4320 SOUTHMOST BLVD
BROWNSVILLE, TX 78521
(25.896564, -97.44996)",12,420392,BR,20000,0,2602,52,CC,0,0,0
TX0403,002,490,CITY OF WOLFFORTH LIBRARY,8068554150,LUBBOCK,"508 E HWY
WOLFFORTH, TX 79382
(33.489067, -102.012418)",41,293974,CE,6500,0,2868,52,NC,0,0,0
TX0405,002,492,GUTHRIE CSD & KING COUNTY CONSOLIDATED LIBRARY,8065964069,KING,"301 JAGUAR LN
GUTHRIE, TX 79236
(33.620621, -100.323145)",43,262,CE,1350,0,1008,51,NO,0,0,0
TX0406,002,5,ALICIA SALINAS PUBLIC LIBRARY,3616649506,JIM WELLS,"401 E 3RD ST
ALICE, TX 78332
(27.753125, -98.07329)",32,41353,CE,12000,0,2880,52,NO,0,0,0
TX0406,003,5.2,ORANGE GROVE SCHOOL/PUBLIC LIBRARY,3613842461,JIM WELLS,"624 ORANGE GROVE
TX 78372
(27.963697, -97.984217)",42,41353,BR,5234,0,1600,48,NO,0,0,0
TX0406,004,5.3,PREMONT PUBLIC LIBRARY,3613483815,JIM WELLS,"716 PREMONT
TX 78375
(27.327233, -98.144677)",41,41353,BR,1500,0,1091,50,NO,0,0,0
TX0407,002,50,BROWNWOOD PUBLIC LIBRARY,3256460155,BROWN,"600 CARNEGIE ST
BROWNWOOD, TX 76801
(31.717508, -98.981243)",33,37653,CE,10000,0,2620,52,NO,0,0,0
TX0407,003,50.363999999999997,BROWNWOOD PUBLIC LIBRARY LOCAL HISTORY & GENEALOGY LIBRARY,3256466006,BROWN,"213 S BROADWAY ST
BROWNWOOD, TX 76801
(31.722723, -98.980129)",33,37653,BR,1550,0,1611,45,NO,0,0,0
TX0408,002,51,BRYAN+COLLEGE STATION PUBLIC LIBRARY SYSTEM,9792095600,BRAZOS,"201 E 26TH ST
BRYAN, TX 77803
(30.673591, -96.372012)",13,209152,CE,25500,0,2895,52,CC,0,0,0
TX0408,005,51.301000000000002,CARNEGIE CENTER OF BRAZOS VALLEY HISTORY,9792095630,BRAZOS,"111 S MAIN ST
BRYAN, TX 77803
(30.673054, -96.373502)",13,209152,BR,6000,0,1672,52,CC,0,0,0
TX0408,006,51.378999999999998,CLARA B MOUNCE PUBLIC LIBRARY,9792095600,BRAZOS,"201 E 26TH ST
BRYAN, TX 77803
(30.673591, -96.372012)",13,209152,BR,25500,0,2920,52,CC,0,0,0
TX0408,003,51.57,LARRY J RINGER PUBLIC LIBRARY,9797643416,BRAZOS,"1818 HARVEY MITCHELL PKWY S COLLEGE STATION
TX 77845
(30.590629, -96.314993)",13,209152,BR,16000,0,3336,52,CC,0,0,0
TX0409,002,52,BUFFALO PUBLIC LIBRARY,9033224146,LEON,"1005 HILL ST
BUFFALO, TX 75831
(31.467103, -96.084838)",43,16861,CE,3000,0,1540,50,NO,0,0,0
TX0410,002,54,BURKBURNETT LIBRARY,9405692991,WICHITA,"215 E 4TH ST
BURKBURNETT, TX 76354
(34.098266, -98.573206)",31,132355,CE,5950,0,2015,52,NC,0,0,0
TX0411,002,55,BURLESON PUBLIC LIBRARY,8174269210,JOHNSON,"248 SW JOHNSON AVE
BURLESON, TX 76028
(32.540715, -97.327416)",21,157456,CE,17000,0,2526,52,NC,0,0,0
TX0412,002,56,BURNET COUNTY LIBRARY SYSTEM,5127155228,BURNET,"100 E WASHINGTON ST
BURNET, TX 78611
(30.757364, -98.227361)",32,44943,CE,10231,0,2214,52,NO,0,0,0
TX0412,003,56.58,BERTRAM FREE LIBRARY,5123552113,BURNET,"170 N GABRIEL ST
BERTRAM, TX 78605
(30.743362, -98.054667)",42,44943,BR,8550,0,1968,52,NO,0,0,0
TX0412,006,56.59,OAKALLA PUBLIC LIBRARY,5125669085,BURNET,"29011 FM
OAKALLA, TX 78608
(30.982614, -97.920913)",42,44943,BR,800,0,676,52,NO,0,0,0
TX0412,007,56.6,HERMAN BROWN FREE LIBRARY,5127155228,BURNET,"100 E WASHINGTON ST
BURNET, TX 78611
(30.757364, -98.227361)",32,44943,BR,10231,0,1984,52,NO,0,0,0
TX0412,005,56.61,MARBLE FALLS PUBLIC LIBRARY,8306933023,BURNET,"101 MAIN ST MARBLE FALLS
TX 78654
(30.570296, -98.278349)",32,44943,BR,15200,0,1976,52,NO,0,0,0
TX0413,002,57,HARRIE P WOODSON MEMORIAL LIBRARY,9795674111,BURLESON,"704 W HWY
CALDWELL, TX 77836
(30.531755, -96.70112)",32,17253,CE,5200,0,2220,52,NC,0,0,0
TX0414,002,58,CAMERON PUBLIC LIBRARY,2546972401,MILAM,"304 E 3RD ST
CAMERON, TX 76520
(30.851708, -96.974027)",32,24256,CE,4000,0,1924,52,NO,0,0,0
TX0415,002,59,HEMPHILL COUNTY LIBRARY,8063235282,HEMPHILL,"500 MAIN ST
CANADIAN, TX 79014
(35.912877, -100.382067)",33,4180,CE,12700,0,2303,52,NO,0,0,0
TX0416,002,6,ALLEN PUBLIC LIBRARY,2145094900,COLLIN,"300 N ALLEN DR
ALLEN, TX 75013
(33.105107, -96.671518)",21,885241,CE,53030,0,3203,52,NC,0,0,0
TX0417,002,60,VAN ZANDT COUNTY LIBRARY,9035674276,VAN ZANDT,"317 1ST MONDAY LN
CANTON, TX 75103
(32.560993, -95.872551)",32,52910,CE,10000,0,1576,50,NO,0,0,0
TX0418,002,61,CANYON AREA LIBRARY,8066555015,RANDALL,"1501 3RD AVE CANYON
TX 79015
(34.980924, -101.928448)",31,128220,CE,10500,0,2383,52,NC,0,0,0
TX0419,002,62,TYE PRESTON MEMORIAL LIBRARY,8309643744,COMAL,"16311 S ACCESS RD CANYON LAKE
TX 78133
(29.851068, -98.178879)",42,123694,CE,18000,0,3093,52,NC,0,0,0
TX0420,002,63,DIMMIT COUNTY PUBLIC LIBRARY,8308765788,DIMMIT,"200 N 9TH ST CARRIZO SPRINGS
TX 78834
(28.523819, -99.863232)",33,11089,CE,4245,0,2450,52,NO,0,0,0
TX0421,002,64,CARROLLTON PUBLIC LIBRARY,9724664800,DALLAS,"1700 KELLER SPRINGS RD
CARROLLTON, TX 75006
(32.971641, -96.893907)",21,2518638,CE,42000,0,2392,52,NC,0,0,0
TX0421,004,64.34,CARROLLTON PUBLIC LIBRARY @ HEBRON AND JOSEY,9724664800,DALLAS,"4220 N JOSEY LN
CARROLLTON, TX 75010
(33.02653, -96.884802)",21,753363,BR,37000,0,2475,52,NC,0,0,0
TX0422,002,65,SAMMY BROWN LIBRARY,9036936741,PANOLA,"319 S MARKET ST
CARTHAGE, TX 75633
(32.152323, -94.339464)",32,23769,CE,14200,0,2367,52,NO,0,0,0
TX0423,002,66,CASTROVILLE PUBLIC LIBRARY,8309314095,MEDINA,"802 LONDON ST
CASTROVILLE, TX 78009
(29.353428, -98.879866)",31,47894,CE,4040,0,2245,52,NC,0,0,0
TX0424,002,67,CEDAR PARK PUBLIC LIBRARY,5124015600,WILLIAMSON,"550 DISCOVERY BLVD CEDAR PARK
TX 78613
(30.519247, -97.823523)",21,489250,CE,25500,0,3445,52,NC,0,0,0
TX0425,002,68,FANNIE BROWN BOOTH MEMORIAL LIBRARY,9365985522,SHELBY,"619 TENAHA ST CENTER
TX 75935
(31.799703, -94.184996)",33,25515,CE,3362,0,1680,48,NO,0,0,0
TX0427,002,7,ALPINE PUBLIC LIBRARY,4328372621,BREWSTER,"805 W AVE E
ALPINE, TX 79830
(30.35642, -103.668753)",33,9173,CE,8832,0,2358,52,NO,0,0,0
TX0428,002,70,CHICO PUBLIC LIBRARY INC,9406442330,WISE,"106 W JACKSBORO ST
CHICO, TX 76431
(33.294676, -97.797415)",42,61638,CE,3750,0,2400,50,NC,0,0,0
TX0429,002,71,CHILDRESS PUBLIC LIBRARY,9409378421,CHILDRESS,"117 AVE
B NE CHILDRESS, TX 79201
(34.422537, -100.206335)",33,7089,CE,3600,0,1780,50,NO,0,0,0
TX0431,002,73,BURTON MEMORIAL LIBRARY,8068743685,DONLEY,"217 S KEARNEY
CLARENDON, TX 79226
(34.940152, -100.886179)",43,3543,CE,5000,0,2008,52,NO,0,0,0
TX0432,002,74,RED RIVER COUNTY PUBLIC LIBRARY,9034273991,RED RIVER,"307 N WALNUT ST
CLARKSVILLE, TX 75426
(33.612418, -95.050835)",33,12446,CE,5600,0,1480,52,NO,0,0,0
TX0434,002,76,CLEBURNE PUBLIC LIBRARY,8176450934,JOHNSON,"302 W HENDERSON ST
CLEBURNE, TX 76033
(32.347179, -97.388442)",31,157456,CE,14204,0,2390,52,NC,0,0,0
TX0435,002,77,AUSTIN MEMORIAL LIBRARY,2815923920,LIBERTY,"220 S BONHAM AVE
CLEVELAND, TX 77327
(30.340282, -95.08702)",31,78117,CE,13145,0,2295,51,NC,0,0,0
TX0436,002,79,CLYDE PUBLIC LIBRARY,3258935315,CALLAHAN,"125 OAK ST
CLYDE, TX 79510
(32.406515, -99.493918)",32,13513,CE,4641,0,1664,52,NC,0,0,0
TX0437,002,80,COLEMAN PUBLIC LIBRARY,3256253043,COLEMAN,"402 S COMMERCIAL AVE
COLEMAN, TX 76834
(31.828082, -99.423024)",33,8430,CE,12500,0,1731,52,NO,0,0,0
TX0438,002,81,MITCHELL COUNTY PUBLIC LIBRARY,3257283968,MITCHELL,"340 OAK ST
COLORADO CITY, TX 79512
(32.390206, -100.868251)",33,9076,CE,6890,0,2046,52,NO,0,0,0
TX0439,002,82,NESBITT MEMORIAL LIBRARY,9797323392,COLORADO,"529 WASHINGTON ST
COLUMBUS, TX 78934
(29.70428, -96.541394)",33,20719,CE,9300,0,2584,52,NO,0,0,0
